20424297 3.20357 0.503571 132.143%
20608974 2.56667 1.03063 52.2523%
20743491 2.96842 1.43158 2.63158%
23728116 2.84474 0.7 2.63158%
23790324 2.4175 1.485 2.5%
23865858 2.67576 0.290909 6.06061%
23867925 2.10949 0.313139 2.18978%
23905341 2.21515 0.709091 0%
23911215 2.41379 1.63103 3.44828%
24020286 2.10556 0.311111 0%
24042009 2.375 1.15909 0%
24101976 1.89167 0.304167 0%
24139845 3.33889 2.76667 0%
24149133 1.81765 0.288235 0%
24150987 3.62941 1.27647 0%
24153687 2.96552 1.28707 2.58621%
24167304 2.425 -0.308333 8.33333%
24223719 2.26197 0.457746 211.268%
24264243 2.97 0.8775 160%
24316872 2.15055 0.154945 126.374%
24439014 2.04747 0.426263 54.5455%
24483387 2.32121 0.190909 12.1212%
24511194 3.85152 1.30303 12.1212%
26713281 2.66857 0.6 8.57143%
29709645 2.33548 1 16.129%
29719407 2.48947 1.48947 73.6842%
29731155 1.87524 0.412381 34.2857%
29778927 3.03636 1.85455 0%
29945214 3.26154 1.45769 0%
29953572 2.65128 0.366667 0%
30031998 2.97377 1.64918 0%
30062082 3.75349 1.04651 0%
30075693 2.23625 0.49875 3.75%
30086757 2.53333 -0.0848485 18.1818%
30154482 2.08529 0.176471 17.6471%
30157836 2.33579 1.14316 6.31579%
30186210 2.62917 0.829167 0%
30237975 3.15 0.466667 30%
30262620 3.30726 1.73145 2.41935%
30277227 3.63505 0.825773 0%
30354624 2.668 0.268 0%
30363006 3.6325 1.50667 0%
30392505 3.30826 1.50496 4.95868%
32710782 1.88901 0.472527 0%
32719917 3.18739 1.05714 76.4706%
32720895 2.81538 0.9625 95.1923%
32721057 2.47771 0.721656 0%
32772978 2.83333 0.488889 0%
32774031 1.3 0.322581 0%
32774853 2.21169 0.753247 75.3247%
32777274 1.6375 1.3875 100%
32794485 3.45495 1.27582 89.011%
32804757 3.10291 0.943689 111.65%
32813085 3.37 1.7 110%
32816337 2.30765 0.547059 142.941%
32824353 1.71594 0.445652 111.957%
32825070 2.83642 0.89404 114.57%
32825472 2.17692 0.495604 36.2637%
32845683 3.02 0.797143 0%
32846577 1.97727 0.910227 0%
32866710 2.35607 0.871963 73.8318%
32884179 2.44348 1.96087 100%
32892738 3.59118 1.61471 150%
32896608 2.51015 1.34619 116.751%
32900589 2.93191 0.405447 92.9961%
32917632 3.08361 1.21475 0%
32921811 2.636 0.12 12%
32934609 2.03953 0.544186 9.30233%
32954001 3.59524 1.5 4.7619%
32973030 3.02222 1.30556 5.55556%
32976360 3.9122 1.30244 4.87805%
32977911 3.7 -2 0%
32981745 3.1425 0.735 7.5%
33021759 2.575 -0.25 0%
33030645 3.0119 0.833333 7.14286%
33050361 3.34286 0.571429 0%
33052146 2.26585 0.712195 4.87805%
33066345 2.64324 0.254054 10.8108%
33081189 2.76316 1.20263 5.26316%
33087345 3.09583 1.5125 0%
33100893 3 2.2 0%
33112389 1.82727 0.342424 3.0303%
33149859 1.97442 0.61938 0%
33172179 2.44333 0.666667 3.33333%
33175752 1.82727 0.654545 0%
33184602 2.19298 0.916667 2.63158%
33191853 1 0 0%
33197310 2.77333 0.813333 13.3333%
33203286 3.13939 0.524242 9.09091%
33219444 1.98387 0.257419 43.871%
33230262 3.991 1.44 0%
33232998 3.27778 3.18889 0%
33250398 3.03256 1.11395 0%
33250680 2.67736 0.90566 0%
33269127 2.43077 0.203846 0%
33273549 3.15286 0.841429 8.57143%
33277128 3.55326 0.847826 71.7391%
33285270 3.76053 1.49211 0%
33289524 3.3 0.437903 0.806452%
33293280 2.51316 0.526316 0%
33294789 2.2371 0.567742 0%
33298995 3.22895 1.07105 0%
33300546 2.89231 0.561538 0%
33312129 2.41481 1.51481 11.1111%
33334074 1.87305 0.32766 2.12766%
33347949 1.83077 0.567692 0%
33397527 2.20833 0.820833 0%
33401898 3.68293 1.44146 0%
33414369 2.53411 0.590698 2.32558%
33421635 2.97244 0.881102 0%
33422331 2.33333 0.691667 0%
33425817 3.43548 1.10968 0%
33449292 2.17159 0.378409 103.409%
33492882 2.95652 0.856522 8.69565%
33493158 3.875 1.48125 6.25%
33511539 3.05 2.05 0%
33512946 0 -inf 0%
33518511 1.95686 0.660784 3.92157%
33518856 2.48929 1.01071 10.7143%
33520122 1.6087 0.186957 4.34783%
33534054 2.87187 0.73125 0%
33547746 2.22222 0.277778 0%
33572877 3.46286 1.06857 2.85714%
33573645 2.21176 0.352941 0%
33574794 2.90588 0.837255 0%
33596388 3.04828 1.33103 17.2414%
33596715 3.0027 0.691892 29.7297%
33623466 2.0875 0.125 0%
33625476 2.46364 1.23636 0%
33647505 1.86571 0.525714 0%
33659679 1.76585 -0.00731707 0%
33669720 1.9723 0.302027 0%
33683862 3.09837 0.560976 53.6585%
33689394 2.72692 1.76538 65.3846%
33701028 3.51168 0.787591 8.75912%
33725490 3.28435 0.742857 0%
33727443 2.43611 0.269444 0%
33746307 3.56176 0.970588 0%
33753099 1.99531 0.595313 0%
33753504 2.44028 0.111111 36.1111%
33758814 2.43725 1.21373 3.92157%
33805590 3.01825 1.13066 0%
33822603 2.88333 0.938889 5.55556%
33846984 2.41176 0.235294 0%
33870945 3.18889 2.41111 0%
33880464 2.3766 1.6766 53.1915%
33893088 2.86 0.7 55%
33894834 3.43091 0.998182 123.636%
33895182 3.79083 0.0825688 127.523%
33897642 3.23597 0.838849 94.964%
56701704 2.68462 1.17692 0%
56707587 2.665 0.585 0%
56718072 2.75833 1.45417 8.33333%
56741838 3.34737 1.54737 0%
56744601 3.35495 1.21209 117.582%
56749962 3.76186 1.27423 116.495%
56750529 1.84111 0.21 133.333%
56758065 3.11494 0.225287 64.3678%
56758125 3.57838 1.35225 61.2613%
56759664 3.27826 0.854348 117.391%
56762319 3.35217 0.526812 113.043%
56766210 3.37313 1.00448 83.9552%
56769438 3.02571 0.994286 5.71429%
56776479 2.8975 0.78 2.5%
56777232 3.472 0.932 0%
56778306 1.91818 0.363636 3.0303%
56779437 2.06316 0.928947 0%
56780490 3.75 1.25 0%
56813157 3.51204 0.328704 0%
56966526 3.26353 0.562353 0%
57028968 2.94324 1.02162 0%
57029172 2.78731 0.512687 2.23881%
57050757 3.48 0 0%
57052884 3.31429 1.28571 0%
57056811  3.38333 2.33333 0%
